entity,n-revs
tests/data/parser/ok/0024_const_item.txt,6
crates/ra_syntax/tests/data/parser/err/0030_string_suffixes.txt,6
crates/parser/test_data/parser/inline/ok/0166_half_open_range_pat.rs,6
crates/proc-macro-srv/src/cli.rs,6
crates/libsyntax2/src/grammar/type_params.rs,6
crates/proc_macro_test/imp/Cargo.toml,6
crates/ra_parser/src/syntax_kind.rs,6
crates/hir-def/src/expr_store/lower/format_args.rs,6
crates/ra_syntax/src/ast/expr_ext.rs,6
crates/ra_ide_api/src/completion/snapshots/completion_item__filter_postfix_completion1.snap,6
crates/ide-db/src/ra_fixture.rs,6
crates/completion/src/completions/complete_magic.rs,6
crates/ide_assists/src/handlers/raw_string.rs,6
crates/ra_syntax/src/grammar/items/mod.rs,6
crates/ra_hir_def/src/impls.rs,6
crates/ide_diagnostics/src/handlers/unresolved_module.rs,6
crates/ra_syntax/tests/data/parser/inline/err/0005_fn_pointer_type_missing_fn.txt,6
crates/libsyntax2/tests/data/parser/inline/0057_auto_trait.txt,6
tests/data/parser/inline/0029_fn_pointer_type_missing_fn.txt,6
src/grammar/types.rs,6
crates/libsyntax2/tests/data/parser/ok/0016_struct_flavors.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0013_pointer_type_mut.rast,6
crates/edition/src/lib.rs,6
.github/actions/github-release/main.js,6
crates/rust-analyzer/src/mem_docs.rs,6
crates/ra_syntax/test_data/parser/err/0032_match_arms_inner_attrs.txt,6
crates/ra_syntax/test_data/parser/ok/0065_plus_after_fn_trait_bound.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0059_match_arms_commas.rast,6
crates/ra_ide_api/src/snapshots/rainbow_highlighting.html,6
tools/src/bin/gen.rs,6
crates/ra_syntax/tests/data/parser/err/0019_let_recover.txt,6
crates/ra_syntax/tests/data/parser/inline/err/0002_misplaced_label_err.txt,6
crates/parser/test_data/parser/err/0042_weird_blocks.rast,6
docs/dev/lsp-features.md,6
crates/ra_syntax/test_data/parser/inline/ok/0020_use_star.rast,6
src/parser/event_parser/grammar/items/structs.rs,6
crates/ra_syntax/test_data/parser/ok/0016_struct_flavors.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0103_array_expr.rast,6
crates/parser/test_data/parser/err/0022_bad_exprs.rast,6
crates/ide/src/view_syntax_tree.rs,6
crates/ra_ide_api/src/completion/snapshots/completion_item__inserts_parens_for_function_calls3.snap,6
crates/project-model/src/cargo_config_file.rs,6
crates/ide_assists/src/handlers/infer_function_return_type.rs,6
crates/ra_syntax/tests/data/parser/err/0020_fn_recover.txt,6
crates/ra_syntax/tests/data/parser/err/0016_missing_semi.txt,6
crates/ra_syntax/test_data/parser/err/0033_match_arms_outer_attrs.txt,6
crates/ide_diagnostics/src/handlers/replace_filter_map_next_with_find_map.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0029_cast_expr.rast,6
crates/ra_hir/src/ty/snapshots/tests__infer_struct.snap,6
crates/ra_db/src/cancellation.rs,6
code/package-lock.json,6
crates/ide_db/src/imports/insert_use/tests.rs,6
crates/libsyntax2/tests/data/parser/ok/0020_type_param_bounds.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0115_tuple_field_attrs.rast,6
crates/parser/test_data/parser/err/0025_nope.rast,6
crates/ra_syntax/src/lexer/strings.rs,6
crates/proc_macro_srv/src/proc_macro/bridge/client.rs,6
bench_data/glorious_old_parser,6
crates/ra_hir/src/macros/tt.rs,6
crates/ra_ide_api/src/completion/snapshots/completion_item__generic_params_in_struct.snap,6
crates/ra_prof/src/hprof.rs,6
crates/ra_cargo_watch/src/conv/snapshots/ra_cargo_watch__conv__test__snap_clippy_pass_by_ref.snap,6
crates/ra_tools/tests/cli.rs,6
crates/completion/src/completions/magic.rs,6
crates/libsyntax2/tests/data/parser/err/0000_struct_field_missing_comma.txt,6
crates/libsyntax2/tests/data/parser/err/0008_item_block_recovery.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0099_param_list.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0090_type_param_default.rast,6
crates/ra_ide_api/src/completion/snapshots/completion_item__filter_postfix_completion2.snap,6
crates/ra_syntax/test_data/parser/err/0014_where_no_bounds.rast,6
crates/libsyntax2/tests/data/parser/err/0013_invalid_type.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0105_block_expr.rast,6
crates/ra_syntax/tests/data/parser/err/0001_item_recovery_in_file.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0067_crate_path.rast,6
crates/ra_assists/src/ast_builder.rs,6
crates/ra_syntax/test_data/parser/ok/0011_outer_attribute.rast,6
crates/ra_syntax/src/string_lexing/parser.rs,6
crates/ra_syntax/test_data/parser/inline/err/0003_pointer_type_no_mutability.rast,6
crates/ide_assists/src/handlers/generate_constant.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0005_function_type_params.rast,6
crates/libsyntax2/tests/data/parser/inline/0060_function_type_params.txt,6
crates/ra_syntax/test_data/parser/inline/err/0014_record_literal_before_ellipsis_recovery.rast,6
crates/libsyntax2/tests/data/parser/inline/0039_path_expr.txt,6
crates/ra_hir_ty/src/diagnostics/unsafe_check.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0018_arb_self_types.txt,6
crates/syntax/test_data/parser/err/0024_many_type_parens.rast,6
crates/project-model/src/toolchain_info/target_tuple.rs,6
crates/ra_syntax/tests/data/parser/err/0007_stray_curly_in_file.txt,6
crates/assists/src/handlers/early_return.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0129_marco_pat.rast,6
crates/ra_analysis/src/completion/complete_fn_param.rs,6
crates/ra_arena/Cargo.toml,6
crates/libsyntax2/tests/data/parser/inline/0077_while_expr.txt,6
crates/ra_ide_api/src/completion/snapshots/completion_item__generic_params.snap,6
docs/user/generated_diagnostic.adoc,6
crates/ra_syntax/test_data/parser/inline/ok/0056_where_clause.rast,6
crates/ra_hir/src/code_model_impl/konst.rs,6
crates/hir_ty/src/chalk_cast.rs,6
crates/test_utils/src/bench_fixture.rs,6
crates/proc-macro-test/src/lib.rs,6
tests/data/parser/inline/0063_lambda_expr.txt,6
crates/ra_syntax/src/string_lexing/string.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0113_nocontentexpr.rast,6
docs/book/src/SUMMARY.md,6
crates/ra_syntax/test_data/parser/inline/ok/0034_break_expr.rast,6
crates/ra_ide_api/src/completion/snapshots/completion_item__completes_use_paths_across_crates.snap,6
crates/syntax/test_data/parser/inline/ok/0138_self_param_outer_attr.rast,6
crates/salsa/src/debug.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0121_match_arms_outer_attributes.rast,6
src/ast.rs,6
crates/parser/test_data/parser/inline/ok/0011_field_expr.rs,6
crates/libsyntax2/tests/data/parser/ok/0019_enums.txt,6
crates/libsyntax2/src/grammar/paths.rs,6
src/parser_impl/event.rs,6
crates/ra_syntax/src/string_lexing/mod.rs,6
crates/hir_def/src/nameres/proc_macro.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0058_range_pat.rast,6
crates/assists/src/handlers/introduce_named_lifetime.rs,6
crates/ra_ide_api/src/completion/snapshots/completion_item__struct_associated_const.snap,6
crates/libsyntax2/tests/data/parser/inline/0041_type_param_bounds.txt,6
tests/data/parser/inline/0061_struct_lit.txt,6
crates/ra_syntax/src/grammar/mod.rs,6
crates/ssr/src/parsing.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0093_index_expr.rast,6
PRIVACY.md,6
crates/test-utils/src/assert_linear.rs,6
tests/data/parser/inline/0050_let_stmt;.txt,6
src/grammar/mod.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0118_match_guard.rast,6
crates/hir_def/src/body/diagnostics.rs,6
crates/ide/src/diagnostics/missing_fields.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0074_stmt_postfix_expr_ambiguity.rast,6
crates/libsyntax2/tests/data/parser/inline/0067_block_expr.txt,6
crates/proc_macro_srv/src/proc_macro/bridge/mod.rs,6
crates/ra_syntax/src/lexer.rs,6
crates/ra_syntax/test_data/parser/err/0016_missing_semi.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0064_if_expr.rast,6
crates/ra_syntax/test_data/parser/err/0033_match_arms_outer_attrs.rast,6
crates/ra_db/src/mock.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0028_impl_trait_type.rast,6
crates/ra_syntax/test_data/parser/ok/0049_async_block.rast,6
lib/arena/src/map.rs,6
crates/ide_assists/src/handlers/generate_delegate.rs,6
crates/ra_hir/src/ty/snapshots/tests__infer_backwards.snap,6
crates/libsyntax2/tests/data/parser/err/0005_attribute_recover.txt,6
crates/ide_assists/src/handlers/replace_string_with_char.rs,6
crates/ra_macros/Cargo.toml,6
crates/ra_syntax/test_data/parser/inline/ok/0156_fn_def_param.rast,6
crates/ra_syntax/tests/data/parser/err/0014_where_no_bounds.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0150_array_attrs.rast,6
crates/project_model/src/build_scripts.rs,6
crates/proc_macro_srv/src/abis/abi_1_55/rustc_server.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0033_reference_type;.rast,6
tests/data/parser/ok/0015_use_tree.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0069_use_tree_list_after_path.rast,6
crates/hir_def/src/macro_expansion_tests/mbe/meta_syntax.rs,6
crates/ide_assists/src/handlers/change_visibility.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0023_placeholder_type.rast,6
crates/proc-macro-api/src/legacy_protocol/json.rs,6
crates/libsyntax2/tests/data/parser/err/0001_item_recovery_in_file.txt,6
crates/ra_syntax/tests/data/parser/inline/ok/0081_for_type.txt,6
crates/ra_syntax/test_data/parser/inline/err/0002_misplaced_label_err.txt,6
crates/hir_expand/src/quote.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0007_type_param_bounds.rast,6
crates/ra_hir/src/ty/tests/data/binary_op.txt,6
crates/libsyntax2/src/algo/mod.rs,6
crates/ide-assists/src/handlers/remove_mut.rs,6
crates/assists/src/handlers/raw_string.rs,6
crates/ra_hir/src/function/mod.rs,6
crates/ra_hir/src/ty/utils.rs,6
crates/libsyntax2/tests/data/parser/inline/0007_unsafe_trait.txt,6
crates/ra_syntax/tests/data/parser/err/0006_named_field_recovery.txt,6
crates/ra_syntax/test_data/parser/inline/err/0010_bad_tuple_index_expr.rast,6
crates/ra_ide_api/src/completion/snapshots/completion_item__completes_prelude.snap,6
crates/ra_parser/src/syntax_kind/generated.rs.tera,6
crates/ra_ide_api/src/search_scope.rs,6
crates/ra_syntax/test_data/parser/err/0010_unsafe_lambda_block.txt,6
crates/ra_parser/src/token_set.rs,6
crates/libsyntax2/tests/data/parser/inline/0038_function_ret_type.txt,6
crates/libsyntax2/tests/data/parser/ok/0002_struct_item_field.txt,6
crates/ra_syntax/tests/data/parser/err/0000_struct_field_missing_comma.txt,6
tests/data/parser/ok/0020_type_param_bounds.txt,6
crates/ra_syntax/test_data/parser/ok/0061_match_full_range.rast,6
crates/ra_syntax/test_data/parser/ok/0014_use_tree.rast,6
crates/ra_syntax/test_data/parser/err/0029_field_completion.rast,6
src/parser/grammar/items/consts.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0076_function_where_clause.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0011_field_expr.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0073_type_item_type_params.rast,6
crates/ra_syntax/test_data/parser/err/0003_C++_semicolon.rast,6
crates/syntax/test_data/parser/inline/ok/0006_self_param.rast,6
editors/code/src/utils/processes.ts,6
crates/libsyntax2/tests/data/parser/inline/0065_if_expr.txt,6
crates/parser/test_data/parser/ok/0056_neq_in_type.rast,6
crates/ra_syntax/test_data/parser/err/0024_many_type_parens.txt,6
crates/ra_lsp_server/src/main_loop/pending_requests.rs,6
crates/libsyntax2/tests/data/parser/inline/0009_unsafe_auto_trait.txt,6
tests/data/parser/inline/0045_block.txt,6
crates/parser/test_data/parser/inline/ok/0106_lambda_expr.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0032_fn_pointer_type.rast,6
crates/parser/test_data/parser/inline/ok/0058_range_pat.rs,6
crates/ra_syntax/tests/data/parser/err/0004_use_path_bad_segment.txt,6
crates/ra_syntax/test_data/parser/err/0025_nope.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0104_path_fn_trait_args.rast,6
crates/ra_hir/src/nameres/tests/mod_resolution.rs,6
crates/syntax-bridge/src/tests.rs,6
src/parser/parser/imp.rs,6
crates/ra_syntax/test_data/parser/err/0008_item_block_recovery.rast,6
crates/ra_syntax/test_data/parser/err/0023_mismatched_paren.rast,6
crates/ra_syntax/src/validation/unescape.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0041_trait_item.rast,6
crates/ide/src/syntax_highlighting/macro_rules.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0158_binop_resets_statementness.rast,6
crates/rust-analyzer/src/lsp.rs,6
crates/ra_syntax/test_data/parser/inline/ok/0109_label.rast,6
crates/hir_ty/src/mapping.rs,6
crates/ra_proc_macro_srv/src/tests/fixtures/test_serialize_proc_macro.txt,6
crates/ra_syntax/tests/data/parser/err/0010_unsafe_lambda_block.txt,6
crates/syntax/test_data/parser/inline/ok/0002_use_tree_list.rast,6
crates/libsyntax2/tests/data/parser/ok/0017_attr_trailing_comma.txt,6
crates/libsyntax2/tests/data/parser/inline/0059_function_where_clause.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0139_param_outer_arg.rast,6
crates/libsyntax2/tests/data/parser/inline/0098_where_clause.txt,6
crates/ide_assists/src/handlers/move_from_mod_rs.rs,6
editors/code/rustdoc.json,6
crates/ra_ide_api/src/completion/snapshots/completion_item__struct_associated_type.snap,6
crates/ide-db/src/tests/line_index.rs,6
crates/ra_ide_api/src/completion/snapshots/completion_item__extern_prelude.snap,6
crates/ra_syntax/test_data/parser/inline/ok/0157_variant_discriminant.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0125_record_literal_field_with_attr.rast,6
crates/ra_syntax/test_data/parser/ok/0062_macro_2.0.rast,6
crates/ra_syntax/test_data/parser/err/0009_broken_struct_type_parameter.rast,6
crates/ra_syntax/tests/data/parser/ok/0007_extern_crate.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0063_impl_def_neg.rast,6
code/.vscode/launch.json,6
crates/parser/test_data/parser/inline/err/0026_use_tree_list_err_recovery.rast,6
crates/ra_syntax/test_data/parser/inline/ok/0019_unary_expr.rast,6
crates/salsa/src/storage.rs,6
crates/rust-analyzer/src/diagnostics/snapshots/rust_analyzer__diagnostics__to_proto__tests__snap_multi_line_fix.snap,6
crates/ra_syntax/test_data/parser/ok/0020_type_param_bounds.rast,6
crates/syntax/test_data/parser/inline/err/0002_misplaced_label_err.rast,6
crates/ra_syntax/tests/data/parser/ok/0029_range_forms.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0156_or_pattern.rast,6
crates/ra_analysis/src/descriptors/function/mod.rs,6
crates/ra_syntax/test_data/parser/err/0036_partial_use.rast,6
crates/ssr/src/lib.rs,6
crates/ra_syntax/tests/data/parser/err/0017_incomplete_binexpr.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0048_path_type_with_bounds.rast,6
crates/ra_syntax/test_data/parser/err/0005_attribute_recover.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0065_dyn_trait_type.rast,6
tests/data/parser/inline/0065_if_expr.txt,6
crates/ra_syntax/test_data/parser/err/0038_endless_inclusive_range.rast,6
crates/rust-analyzer/src/bin/rustc_wrapper.rs,6
crates/libeditor/src/edit.rs,6
crates/ra_syntax/tests/data/parser/inline/ok/0001_trait_item_list.txt,6
crates/libsyntax2/tests/data/parser/inline/0076_cond.txt,6
crates/ra_syntax/tests/data/parser/inline/err/0003_pointer_type_no_mutability.txt,6
crates/ra_syntax/tests/data/parser/err/0005_attribute_recover.txt,6
crates/libsyntax2/tests/data/parser/inline/0058_type_arg.txt,6
crates/ra_syntax/src/parser_impl/input.rs,6
crates/hir_def/src/macro_expansion_tests/builtin_fn_macro.rs,6
crates/ra_syntax/tests/data/parser/err/0015_curly_in_params.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0077_try_expr.rast,6
crates/ra_vfs_glob/Cargo.toml,6
crates/ra_syntax/test_data/parser/ok/0060_as_range.rast,6
crates/ra_db/src/syntax_ptr.rs,6
crates/ra_syntax/tests/data/parser/inline/ok/0056_where_clause.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0083_struct_items.rast,6
tests/data/parser/ok/0013_use_path_self_super.txt,6
crates/ide_completion/src/render/compound.rs,6
crates/libsyntax2/src/yellow/green.rs,6
crates/libsyntax2/tests/data/parser/inline/0055_self_param.txt,6
crates/libsyntax2/tests/data/parser/inline/0086_no_semi_after_block.txt,6
crates/syntax/test_data/parser/err/0043_weird_blocks.rast,6
crates/salsa/tests/incremental/implementation.rs,6
crates/libsyntax2/tests/data/parser/ok/0011_outer_attribute.txt,6
crates/ra_syntax/test_data/parser/inline/ok/0092_fn_pointer_type_with_ret.rast,6
crates/syntax/test_data/parser/inline/ok/0045_param_list_opt_patterns.rast,5
crates/ra_ide/src/test_utils.rs,5
crates/mbe/src/tests/rule.rs,5
crates/syntax/test_data/parser/inline/ok/0138_associated_type_bounds.rast,5
crates/ra_syntax/test_data/parser/inline/ok/0082_ref_expr.rs,5
crates/ide_assists/src/handlers/number_representation.rs,5
crates/ra_hir/src/ty/tests/data/0007_self.txt,5
crates/ide_assists/src/handlers/replace_turbofish_with_explicit_type.rs,5
crates/syntax/test_data/parser/err/0018_incomplete_fn.rast,5
crates/assists/src/handlers/generate_default_from_enum_variant.rs,5
crates/assists/src/handlers/add_lifetime_to_type.rs,5
crates/libsyntax2/tests/data/parser/inline/0093_path_fn_trait_args.txt,5
crates/ra_syntax/test_data/parser/inline/ok/0152_arg_with_attr.rast,5
crates/assists/src/handlers/extract_variable.rs,5
tests/data/parser/ok/0007_extern_crate.txt,5
crates/ra_analysis/src/job.rs,5
crates/libsyntax2/tests/data/parser/inline/0071_tuple_pat_fields.txt,5
crates/parser/src/token_set.rs,5
src/parser/parser/mod.rs,5
crates/libsyntax2/tests/data/parser/inline/0082_tuple_pat.txt,5
crates/ra_lsp_server/src/vfs_filter.rs,5
crates/ra_syntax/test_data/parser/inline/ok/0052_path_type.rast,5
crates/libsyntax2/src/parser_impl/mod.rs,5
crates/ra_syntax/test_data/parser/ok/0065_comment_newline.rast,5
crates/ide-ssr/src/fragments.rs,5
crates/libsyntax2/tests/data/parser/err/0014_where_no_bounds.txt,5
src/grammar/items/traits.rs,5
crates/ra_syntax/src/grammar/type_args.rs,5
crates/libsyntax2/tests/data/parser/ok/0025_extern_fn_in_block.txt,5
crates/parser/test_data/parser/inline/err/0015_arg_list_recovery.rs,5
crates/libsyntax2/tests/data/parser/inline/0099_crate_keyword_vis.txt,5
tests/data/parser/ok/0014_use_tree.txt,5
crates/proc-macro-srv/src/abis/abi_1_63/proc_macro/bridge/server.rs,5
src/lexer/numbers.rs,5
crates/syntax/test_data/parser/inline/ok/0122_generic_lifetime_type_attribute.rast,5
crates/ra_syntax/test_data/parser/inline/ok/0025_slice_type.rast,5
crates/ide_completion/src/completions/format_string.rs,5
crates/ra_proc_macro/src/msg.rs,5
crates/ra_hir/src/nameres/tests/globs.rs,5
crates/ra_syntax/test_data/parser/inline/ok/0099_param_list.txt,5
lib/ungrammar/src/parser.rs,5
tests/data/parser/inline/0015_type_item.txt,5
crates/parser/test_data/parser/inline/ok/0202_typepathfn_with_coloncolon.rs,5
crates/syntax/test_data/parser/inline/ok/0145_record_pat_field.rast,5
crates/libsyntax2/src/utils.rs,5
crates/parser/test_data/parser/inline/ok/0177_trait_alias_where_clause.rast,5
crates/ra_ide_api/src/test_utils.rs,5
libeditor/Cargo.toml,5
crates/ra_hir/src/ty/tests/data/adt_pattern.txt,5
crates/libsyntax2/tests/data/parser/ok/0027_unsafe_fn_in_block.txt,5
crates/ide_db/src/syntax_helpers/insert_whitespace_into_node.rs,5
crates/ra_syntax/test_data/parser/err/0006_named_field_recovery.txt,5
crates/syntax/test_data/parser/inline/ok/0115_tuple_field_attrs.rast,5
crates/syntax/test_data/parser/inline/ok/0003_where_pred_for.rast,5
crates/assists/src/handlers/flip_comma.rs,5
crates/syntax/test_data/parser/inline/ok/0130_let_stmt.rast,5
crates/libsyntax2/tests/data/parser/ok/0028_operator_binding_power.txt,5
crates/parser/test_data/parser/inline/err/0015_missing_fn_param_type.rast,5
crates/ra_vfs/src/roots.rs,5
crates/ide-assists/src/handlers/add_explicit_enum_discriminant.rs,5
crates/ra_syntax/test_data/parser/err/0017_incomplete_binexpr.txt,5
crates/libsyntax2/tests/data/parser/ok/0021_extern_fn.txt,5
crates/libsyntax2/tests/data/parser/inline/0069_match_arm.txt,5
crates/assists/src/handlers/move_module_to_file.rs,5
crates/syntax/test_data/parser/inline/ok/0120_match_arms_inner_attribute.rast,5
crates/ra_ide_db/src/marks.rs,5
crates/ra_syntax/test_data/parser/ok/0040_raw_struct_item_field.rast,5
crates/ide_diagnostics/src/handlers/unresolved_macro_call.rs,5
crates/libsyntax2/tests/data/parser/inline/0086_array_expr.txt,5
crates/parser/test_data/parser/inline/ok/0024_slice_pat.rast,5
crates/libsyntax2/tests/data/parser/inline/0089_slice_pat.txt,5
crates/syntax/test_data/parser/err/0046_ambiguous_trait_object.rast,5
crates/syntax/test_data/parser/inline/ok/0118_match_guard.rast,5
crates/ra_syntax/test_data/parser/inline/ok/0016_unsafe_trait.rast,5
crates/completion/src/completion_context.rs,5
crates/libsyntax2/tests/data/parser/inline/0034_bind_pat.txt,5
crates/hir_expand/src/mod_path.rs,5
crates/proc_macro_api/src/msg/flat.rs,5
lib/ungrammar/src/error.rs,5
crates/proc-macro-srv/src/abis/abi_1_58/mod.rs,5
crates/ra_syntax/test_data/parser/inline/err/0006_unsafe_block_in_mod.txt,5
crates/assists/src/handlers/add_turbo_fish.rs,5
crates/ra_syntax/test_data/parser/err/0040_illegal_crate_kw_location.rast,5
crates/completion/src/render/builder_ext.rs,5
crates/rust-analyzer/test_data/snap_multi_line_fix.txt,5
crates/ra_syntax/test_data/parser/inline/ok/0163_default_unsafe_fn.rast,5
crates/ra_syntax/test_data/parser/ok/0027_unsafe_fn_in_block.rast,5
crates/libsyntax2/tests/data/parser/inline/0068_pub_expr.txt,5
crates/ra_syntax/test_data/parser/inline/ok/0079_impl_def.rast,5
crates/ra_syntax/test_data/parser/err/0016_missing_semi.txt,5
editors/code/rustdoc-inject.json,5
crates/rust-analyzer/test_data/rustc_unused_variable_as_info.txt,5
crates/ra_syntax/test_data/parser/ok/0025_extern_fn_in_block.rast,5
crates/libsyntax2/tests/data/parser/inline/0001_const_unsafe_fn.txt,5
crates/libsyntax2/tests/data/parser/inline/0068_return_expr.txt,5
crates/hir-ty/src/next_solver/infer/relate/generalize.rs,5
crates/ra_syntax/test_data/parser/inline/ok/0078_type_item.rast,5
crates/parser/test_data/parser/inline/ok/0196_pub_tuple_field.rast,5
crates/ra_syntax/test_data/parser/err/0001_item_recovery_in_file.rast,5
crates/ra_hir_ty/src/tests/display_source_code.rs,5
crates/hir-def/src/nameres/tests/primitives.rs,5
crates/ra_syntax/test_data/parser/inline/ok/0044_block_items.rast,5
crates/syntax/test_data/parser/ok/0069_multi_trait_object.rast,5
crates/ra_syntax/tests/data/parser/inline/ok/0065_dyn_trait_type.txt,5
crates/syntax/src/ast/syntax_factory.rs,5
crates/ra_syntax/tests/data/parser/inline/ok/0114_tuple_struct_where.txt,5
crates/ra_syntax/test_data/parser/inline/ok/0131_existential_type.rast,5
crates/syntax/test_data/parser/inline/ok/0039_type_arg.rast,5
crates/ra_syntax/src/syntax_kinds/mod.rs,5
crates/ra_syntax/test_data/parser/inline/err/0007_async_without_semicolon.txt,5
tests/data/parser/inline/0077_while_expr.txt,5
crates/ide/test_data/highlighting.html,5
crates/ra_syntax/test_data/parser/inline/ok/0054_record_field_attrs.rast,5
xtask/src/pre_cache.rs,5
crates/assists/src/handlers/replace_unwrap_with_match.rs,5
crates/ide_diagnostics/src/handlers/inactive_code.rs,5
crates/hir_def/src/nameres/attr_resolution.rs,5
crates/hir-ty/src/infer/place_op.rs,5
crates/libsyntax2/tests/data/parser/inline/0061_struct_lit.txt,5
crates/ra_mbe/src/tt_iter.rs,5
docs/book/src/contributing/style.md,5
crates/rust-analyzer/tests/test_data/deduplication_crate_graph_A.json,5
crates/ide_db/src/imports/merge_imports.rs,5
crates/libsyntax2/tests/data/parser/inline/0036_placeholder_pat.txt,5
crates/rust-analyzer/tests/test_data/deduplication_crate_graph_B.json,5
crates/rust-analyzer/src/document.rs,5
crates/proc_macro_srv/src/tests/fixtures/test_serialize_proc_macro.txt,5
src/grammar/params.rs,5
crates/ra_syntax/test_data/parser/err/0001_item_recovery_in_file.txt,5
lib/ungrammar/README.md,5
crates/ide/src/mock_analysis.rs,5
crates/parser/test_data/parser/inline/ok/0106_lambda_expr.txt,5
crates/ra_syntax/tests/data/parser/ok/0020_type_param_bounds.txt,5
crates/libsyntax2/tests/data/parser/inline/0002_const_fn.txt,5
crates/ra_syntax/test_data/parser/err/0008_item_block_recovery.txt,5
crates/ra_syntax/test_data/parser/inline/ok/0019_unary_expr.txt,5
crates/ra_syntax/tests/data/parser/inline/ok/0055_literal_pattern.txt,5
crates/ra_ide_api/src/completion/snapshots/completion_item__method_attr_filtering.snap,5
crates/ra_syntax/test_data/parser/err/0011_extern_struct.rast,5
crates/ra_syntax/test_data/parser/inline/ok/0047_unsafe_default_impl.rast,5
crates/ra_macros/src/mbe_parser.rs,5
tests/data/parser/inline/0072_path_part.txt,5
crates/ra_syntax/tests/data/parser/inline/err/0009_attr_on_expr_not_allowed.txt,5
crates/ra_syntax/test_data/parser/ok/0039_raw_fn_item.rast,5
crates/ra_hir/src/ty/infer/pat.rs,5
crates/ra_syntax/test_data/parser/err/0020_fn_recover.rast,5
crates/syntax/test_data/parser/ok/0045_block_attrs.rast,5
crates/libsyntax2/tests/data/parser/inline/0083_postfix_range.txt,5
crates/libsyntax2/tests/data/parser/inline/0075_try_expr.txt,5
crates/ra_syntax/test_data/parser/err/0005_attribute_recover.rast,5
crates/ide-assists/src/handlers/flip_or_pattern.rs,5
crates/mbe/src/mbe_expander.rs,5
crates/libsyntax2/tests/data/parser/inline/0064_param_list.txt,5
crates/ra_syntax/test_data/parser/inline/err/0008_pub_expr.txt,5
crates/ra_syntax/test_data/parser/err/0043_default_const.rast,5
crates/libsyntax2/tests/data/parser/inline/0085_match_arms_commas.txt,5
crates/libsyntax2/tests/data/parser/inline/0016_type_item_where_clause.txt,5
crates/ra_syntax/test_data/parser/inline/ok/0068_union_items.rast,5
crates/ra_syntax/test_data/parser/err/0021_incomplete_param.txt,5
crates/ra_syntax/tests/data/parser/ok/0016_struct_flavors.txt,5
crates/ra_syntax/tests/data/parser/ok/0018_struct_type_params.txt,5
crates/ra_analysis/src/hir/function/scope.rs,5
crates/parser/test_data/parser/err/0013_invalid_type.rast,5
xtask/src/codegen/feature_docs.rs,5
crates/ra_syntax/tests/data/parser/inline/ok/0003_where_pred_for.txt,5
crates/ide/src/diagnostics/fixes/create_field.rs,5
crates/ra_syntax/fuzz/fuzz_targets/parser.rs,5
crates/hir-ty/src/infer/autoderef.rs,5
code/native/src/lib.rs,5
crates/syntax/test_data/parser/ok/0033_label_break.rast,5
crates/ra_syntax/test_data/parser/ok/0021_extern_fn.rast,5
crates/parser/test_data/parser/ok/0043_complex_assignment.rast,5
crates/ra_hir/src/ty/tests/data/array.txt,5
crates/salsa/tests/incremental/constants.rs,5
lib/lsp-server/src/socket.rs,5
crates/parser/test_data/parser/err/0044_item_modifiers.rast,5
